NAME_a,NAME_b,F0,ZZ,XX,YY,DISC_DATE,R_LUM,R_LUM14
B1800-27,jlm+92 ,2.990292674144,18,hlk+04 ,-0.15,0.21,5.05,1992,40.70,14.37
J1803-3002A,dpm+01a ,140.825236,0,dpm+01a ,-0.53,0.14,0.72,2001,,
J1803-3002B,fre08 ,227.427792,0,fre08 ,-0.53,0.14,0.72,2008,,
J1803-3002C,fre08 ,171.232877,0,fre08 ,-0.53,0.14,0.72,2008,,
J1803-3329,kjv+10 ,1.578751312870,10,bbb+12 ,-0.77,-0.27,0.72,2010,,
B1802-07,dbl+93 ,43.28844052279,4,hlk+04 ,0.92,2.75,1.26,1993,188.60,60.84
J1804-2228,mhl+02 ,1.7528157081,3,mhl+02 ,-0.03,0.55,4.48,2002,,3.30
J1804-2717,llb+96 ,107.03164921949,5,dcl+16 ,-0.04,0.05,7.70,1996,9.60,0.26
J1804-28,kek+13 ,0.785539,6,kek+13 ,-0.27,0.24,3.73,2013,,9.14
B1802+03,stwd85 ,4.57223191539,3,hlk+04 ,1.07,2.61,4.06,1985,138.34,
J1805+06,cck+16 ,469.483568,0,cck+16 ,0.87,2.08,5.34,2016,,
J1805-0619,ebvb01 ,2.19949066665,4,ebvb01 ,0.67,1.98,3.59,2001,,25.66
J1805-1504,lfl+06 ,0.84654706542,16,lfl+06 ,0.29,1.33,3.27,2006,,107.89
J1805-2032,mhl+02 ,2.4644534146,3,mhl+02 ,0.04,1.10,1.95,2002,,30.86
J1805-2037,mhl+02 ,2.79480454257,10,mhl+02 ,0.03,0.82,3.58,2002,,8.47
J1805-2447,hfs+04 ,1.51194033937,3,hfs+04 ,-0.14,0.46,3.96,2004,,5.64
J1805-2948,bbb+12 ,2.3345886216,11,bbb+12 ,-0.34,0.12,3.92,2012,,4.21
J1806+1023,ebvb01 ,2.064893576538,9,jbo+09 ,0.74,1.73,6.23,2001,,
B1804-12,stwd85 ,1.913442058714,14,hlk+04 ,0.23,0.88,5.64,1985,36.00,24.30
J1806-1618,hfs+04 ,1.49631336087,9,hfs+04 ,0.39,2.33,-1.36,2004,,22.62
J1806-1920,mhl+02 ,1.1366337475,9,mhl+02 ,0.18,2.36,-4.04,2002,,227.94
J1806-2125,mhl+02 ,2.075595904,11,mhl+02 ,-0.02,0.75,3.69,2002,,18.97
J1806+2819,kmk+18 ,66.29687452695,9,kmk+18 ,0.49,1.01,7.78,2018,,
J1807+04,dsm+13 ,1.251721,0,dsm+13 ,0.48,1.23,6.51,2013,,
J1807+0756,rtj+96 ,2.153777595863,10,clm+05 ,1.82,4.45,2.18,1996,136.17,
B1804-08,mlt+78 ,6.107714243738,3,hlk+04 ,0.15,0.51,7.10,1978,146.25,40.95
J1807-2459A,rgh+01 ,326.856262685978,4,lfrj12 ,-0.11,0.28,5.73,2001,,8.56
J1807-2459B,cha03 ,238.881430848499,15,lfrj12 ,-0.11,0.28,5.73,2003,,
J1807-2557,kle+10 ,0.361768994995,6,kkl+11 ,-0.86,1.61,-9.99,2010,,
B1804-27,mlt+78 ,1.208055612219,13,hlk+04 ,-0.87,1.03,-6.82,1978,5913.61,215.26
J1808+00,cnst96 ,2.352305,17,cnst96 ,3.06,8.41,-7.00,1996,,
J1808-0813,mld+96 ,1.141494802498,7,hlk+04 ,0.40,1.39,4.80,1996,441.31,25.22
J1808-1020,lfl+06 ,1.675060948441,11,lfl+06 ,0.65,2.60,0.88,2006,,15.02
J1808-1517,eklk13 ,1.83638133528,3,eklk13 ,0.17,1.08,4.33,2013,,6.50
J1808-1726,lfl+06 ,4.1487828550,15,lfl+06 ,0.29,3.09,-5.33,2006,,78.31
J1808-2024,kds+98 ,0.1323466,9,mte+05 ,-0.05,2.26,-4.30,1998,,
B1805-20,cl86 ,1.088837931564,12,hlk+04 ,-0.03,0.75,3.98,1986,,54.54
J1808-2701,lfl+06 ,0.406854393535,19,lfl+06 ,-0.16,0.20,5.80,2006,,1.10
J1808-3249,ebvb01 ,2.74038490779,8,ebvb01 ,-0.67,-0.10,2.27,2001,,66.83
J1809-0119,kjv+10 ,1.3423243983,6,bbb+12 ,1.66,4.97,-1.27,2010,,
J1809-0743,ebvb01 ,3.18587333048,6,ebvb01 ,1.38,5.04,-4.48,2001,,58.72
J1809-1429,mhl+02 ,1.116962400126,16,mhl+02 ,0.71,4.52,-8.00,2002,,175.86
J1809-1850,hfs+04 ,0.88929908150,13,hfs+04 ,0.03,0.93,3.92,2004,,4.36
J1809-1917,mhl+02 ,12.0850469596,4,mhl+02 ,0.00,0.63,5.29,2002,,29.94
J1809-1943,ims+04 ,0.18048121539,63,crh+16 ,-0.01,0.67,4.96,2004,,8.81
J1809-2004,mhl+02 ,2.2998477764,8,mhl+02 ,-0.02,0.94,3.36,2002,,24.62
B1806-21,cjlm87 ,1.423662580739,7,hlk+04 ,-0.05,0.67,4.44,1987,,14.26
J1809-2332,aaa+09c ,6.8125205463,3,rkp+11 ,-0.03,0.11,7.63,2009,,
J1809-3547,lml+98 ,1.1622665438,10,dsb+98 ,-3.06,-1.35,-13.89,1998,10763.96,
J1810-1441,hfs+04 ,4.60376541217,8,hfs+04 ,0.24,1.77,2.01,2004,,9.51
J1810+1744,hrm+11 ,602.409639,0,hrm+11 ,0.68,1.59,6.89,2011,111.39,
J1810-1820,mhl+02 ,6.5054918751,3,mhl+02 ,0.02,0.89,4.35,2002,,12.58
J1810-2005,clm+01 ,30.467142155106,7,jsb+10 ,-0.03,0.64,5.05,2001,,16.39
B1806-53,mlt+78 ,3.8306937854,11,nmc81 ,-0.45,-0.54,7.01,1978,32.67,
J1811-0154,ebvb01 ,1.08114557226,5,ebvb01 ,1.55,4.93,-1.34,2001,,86.40
J1811+0702,fcwa95 ,2.16584913228,15,lwf+04 ,0.62,1.65,6.12,1995,19.28,
J1811-1049,kek+13 ,0.38111810388,5,kek+13 ,0.58,2.78,0.31,2013,,22.55
J1811-1717,ncb+15 ,2.5550282764,6,ncb+15 ,0.06,1.17,3.43,2015,,5.41
J1811-1736,lcm+00 ,9.59859125268,4,cks+07 ,0.03,0.98,4.18,2000,,25.51
J1811-1835,mhl+02 ,1.7938390569,3,mhl+02 ,0.00,1.02,3.68,2002,,10.21
J1811-1925,ttdm97 ,15.463838,5,ttd+99 ,-0.03,0.97,3.59,1997,,
J1811-2405,kjv+10 ,375.856014397575,9,nbb+14 ,-0.08,0.23,6.69,2010,,1.24
J1811-2439,lfl+06 ,2.40492755379,6,lfl+06 ,-0.20,0.45,4.59,2006,,4.04
J1811-4930,kjv+10 ,0.69798078503,5,bbb+12 ,-0.36,-0.38,7.15,2010,,0.84
B1810+02,stwd85 ,1.259600038490,4,hlk+04 ,1.21,3.62,2.40,1985,196.99,15.55
B1809-173,cl86 ,0.82961772349,6,ywml10 ,0.03,0.83,4.92,1986,,14.90
B1809-176,cjlm87 ,1.85756026077,3,hlk+04 ,0.03,1.01,4.09,1987,,98.07
J1812-1910,hfs+04 ,2.3202341687,3,hfs+04 ,-0.05,1.19,2.67,2004,,9.91
J1812-2102,mhl+02 ,0.81742601326,6,mhl+02 ,-0.33,2.47,-5.70,2002,,291.11
J1812-2526,lfl+06 ,3.16620972153,8,lfl+06 ,-1.34,2.33,-13.60,2006,,89.19
J1812-2748,kjv+10 ,4.21970648822,17,bbb+12 ,-0.24,0.20,5.58,2010,,
J1812-3039,bbb+12 ,1.70219494788,6,bbb+12 ,-0.54,0.13,3.30,2012,,
J1813-1246,aaa+09c ,20.802023359,3,rkp+11 ,0.11,0.78,5.99,2009,,
J1813-1749,gh09b ,22.37171236,27,hgc12 ,-0.00,1.04,3.92,2009,,
J1813+1822,lwf+04 ,2.972433564,8,lwf+04 ,1.41,3.42,5.15,2004,14.94,
J1813-2113,mhl+02 ,2.34485149088,7,mhl+02 ,-0.43,2.57,-6.29,2002,,135.36
J1813-2242,hfs+04 ,3.04400829778,13,hfs+04 ,-0.51,1.85,-3.83,2004,,32.71
J1813-2621,fsk+04 ,225.73304176818,10,lem+15 ,-0.22,0.28,5.51,2004,,5.89
B1811+40,dth78 ,1.074011086779,3,hlk+04 ,2.00,4.15,6.77,1978,193.65,26.63
J1814-0521,kjv+10 ,0.98597987402,6,bbb+12 ,0.42,1.69,4.70,2010,,
J1814-0618,lfl+06 ,0.72575866505,7,lfl+06 ,0.55,2.34,3.01,2006,,20.81
J1814+1130,naf03 ,1.331095114579,6,naf03 ,0.96,2.55,5.37,2003,12.40,
J1814-1649,mhl+02 ,1.04442576171,7,mhl+02 ,0.02,1.24,3.44,2002,,35.29
J1814-1744,ckl+00 ,0.251515052,1,js06 ,-0.02,1.14,3.59,2000,,17.78
J1815-1738,hfs+04 ,5.03941494793,4,hfs+04 ,-0.02,1.11,3.74,2004,,9.56
J1815-1910,mhl+02 ,0.80004893907,5,mhl+02 ,-0.10,1.24,2.55,2002,,11.83
J1815+55,slr+14 ,2.34301,8,slr+14 ,11.39,22.13,6.17,2014,2625.00,
J1816-0755,lfl+06 ,4.59468679946,3,lfl+06 ,0.22,1.16,5.60,2006,,1.67
J1816-1446,hfs+04 ,1.68208630750,5,hfs+04 ,0.15,2.76,-1.24,2004,,23.60
B1813-17,clj+92 ,1.27826015924,5,hlk+04 ,-0.03,1.03,4.18,1992,,25.63
B1813-26,lvw69a ,1.686667363811,6,hlk+04 ,-0.31,0.33,4.94,1969,231.99,32.22
J1816+4510,slr+14 ,313.174935649713,20,slr+14 ,1.82,3.78,7.33,2014,28.51,
J1816-5643,jbo+09 ,4.58877925770,3,jbo+09 ,-0.79,-0.93,6.23,2009,,
J1817-0743,lfl+06 ,2.28260812870,9,lfl+06 ,0.01,0.08,8.32,2006,,0.01
J1817-1511,hfs+04 ,4.4522836855,3,hfs+04 ,0.05,1.97,1.45,2004,,23.04
J1817-1938,bbb+12 ,0.48855853824,5,kek+13 ,-0.48,3.44,-8.21,2012,,29.14
B1814-23,moh83 ,1.59880,6,moh83 ,-0.45,1.17,0.67,1983,251.54,
B1813-36,mlt+78 ,2.5838663528,3,nmc81 ,-0.72,-0.24,4.17,1978,425.92,61.95
J1817-3837,lml+98 ,2.60086963147,14,ebvb01 ,-1.10,-0.56,2.54,1998,445.06,114.97
J1818-01,bbb+12 ,1.192606,0,bbb+12 ,2.25,9.07,-8.93,2012,,
J1818-1116,hfs+04 ,1.83553757789,16,hfs+04 ,0.47,4.27,-3.80,2004,,84.89
B1815-14,cl86 ,3.430655769877,4,ywml10 ,0.06,1.54,3.26,1986,,286.19
J1818-1448,eklk13 ,3.5540227404,8,eklk13 ,0.03,1.38,3.69,2013,,4.75
J1818-1519,mhl+02 ,1.0641806956,5,mhl+02 ,0.02,1.44,3.34,2002,,60.33
J1818-1541,mhl+02 ,1.81444150622,9,mhl+02 ,-0.01,1.26,3.88,2002,,22.94
J1818-1556,kel+09 ,1.04963855904,3,kel+09 ,-0.01,0.90,5.16,2009,,5.87
J1819-0925,hfs+04 ,1.173643510907,20,hfs+04 ,0.63,4.93,-4.39,2004,,137.51
J1819-1008,hfs+04 ,3.31686125551,7,hfs+04 ,0.55,4.70,-4.21,2004,,64.36
J1819-1114,eklk13 ,3.3994814107,3,eklk13 ,0.19,1.92,3.03,2013,,35.99
J1819-1131,hfs+04 ,0.72038992361,8,hfs+04 ,0.46,5.36,-6.99,2004,,40.34
J1819+1305,ebvb01 ,0.943072784505,7,naf03 ,0.90,2.60,5.53,2001,101.70,18.04
J1819-1318,lfl+06 ,0.65976291081,5,lfl+06 ,0.01,0.24,7.73,2006,,0.10
J1819-1408,mhl+02 ,0.5591307454,5,mhl+02 ,0.06,2.57,-0.00,2002,,39.43
J1819-1458,mll+06 ,0.23456756350,2,lmk+09 ,0.00,0.91,5.33,2006,,
J1819-1510,mhl+02 ,4.41425116122,6,mhl+02 ,-0.01,1.13,4.53,2002,,10.23
J1819-17,ncb+15 ,0.425146,3,ncb+15 ,-0.03,0.46,6.68,2015,,0.49
J1819-1717,ekl09 ,2.5411563288,4,eklk13 ,-0.09,1.16,3.84,2009,,5.99
B1818-04,vlw69 ,1.67202850073,4,hlk+04 ,0.02,0.13,8.23,1969,14.13,0.84
J1820-0509,lfl+06 ,2.964537059313,20,lfl+06 ,0.26,1.39,5.49,2006,,2.77
B1817-13,cl86 ,1.085234618514,5,hlk+04 ,0.05,1.74,2.87,1986,,69.38
J1820-1529,hfs+04 ,3.00081456363,16,hfs+04 ,-0.04,1.41,3.49,2004,,22.44
B1817-18,jlm+92 ,3.226799541560,9,hlk+04 ,-0.42,3.20,-5.16,1992,,295.68
J1821+0155,rsm+13 ,29.60214837047,12,rsm+13 ,0.22,0.88,7.04,2013,,
J1821-0256,lfl+06 ,2.41481119709,8,lfl+06 ,0.30,1.42,5.69,2006,,1.90
J1821-0331,kek+13 ,1.10825964625,5,kek+13 ,0.66,3.35,1.75,2013,,11.43
J1821-1419,hfs+04 ,0.6038612447,3,hfs+04 ,-0.00,1.77,2.63,2004,,7.52
J1821-1432,kel+09 ,0.52215758217,3,kel+09 ,-0.01,1.30,4.15,2009,,4.53
J1821+1715,rtj+96 ,0.731699075953,6,clm+05 ,1.02,2.85,5.68,1996,63.42,
J1821+41,slr+14 ,0.79253,3,slr+14 ,1.67,3.70,7.12,2014,47.85,
J1822+0705,fcwa95 ,0.733774022731,10,hlk+04 ,0.48,1.66,6.21,1995,31.30,
J1822-0848,fsk+04 ,0.399278453069,7,bbb+12 ,0.15,1.42,4.95,2004,,0.59
J1822-0907,hfs+04 ,1.02595631163,6,hfs+04 ,0.61,5.89,-6.44,2004,,30.99
J1822+1120,lxf+05 ,0.559585564756,13,lxf+05 ,1.56,4.88,2.66,2005,30.19,
J1822-1252,hfs+04 ,0.48284913301,10,hfs+04 ,0.04,1.99,2.44,2004,,10.18
B1820-14,cl86 ,4.65611972198,12,hlk+04 ,-0.01,1.41,3.95,1986,,18.13
J1822-1604,rei+11 ,0.1185154135,9,skc14 ,-0.00,0.00,8.50,2011,,
J1822-1617,hfs+04 ,1.2031439681,3,hfs+04 ,-0.31,3.90,-5.87,2004,,44.34
B1819-22,dls72 ,0.5335414804559,17,hlk+04 ,-0.25,0.53,5.29,1972,265.69,40.38
J1822-4209,mld+96 ,2.190523185774,20,dsb+98 ,-0.82,-0.51,4.94,1996,95.31,12.25
J1823-0154,mld+96 ,1.316174862910,6,hlk+04 ,0.48,2.47,3.86,1996,362.42,21.75
B1821+05,mlt+78 ,1.3281860932565,17,hlk+04 ,0.31,1.13,6.88,1978,72.00,6.80
B1820-11,cl86 ,3.57361490181,6,hlk+04 ,0.09,1.82,3.43,1986,319.57,92.97
J1823-1126,hfs+04 ,0.54155509235,6,hfs+04 ,0.15,3.06,-0.11,2004,,42.61
J1823-1347,mhl+02 ,1.6204639826,3,mhl+02 ,-0.02,1.76,2.90,2002,,14.13
J1823-1526,hfs+04 ,0.61523110201,6,hfs+04 ,-0.14,2.28,0.58,2004,,31.91
J1823-1807,mhl+02 ,0.61095100906,6,mhl+02 ,-0.38,2.38,-1.33,2002,,39.94
B1820-30A,bbl+94 ,183.82338873035,11,lfrj12 ,-1.67,0.58,-3.47,1994,2342.56,105.42
B1820-30B,bbl+94 ,2.641334562283,19,lfrj12 ,-1.67,0.58,-3.47,1994,322.10,10.25
J1823-3021C,cha03 ,2.46344273770,4,lfrj12 ,-1.67,0.58,-3.47,2003,,
J1823-3021D,lfrj12 ,331.119220673,7,lfrj12 ,-1.67,0.58,-3.47,2012,,
J1823-3021E,fre08 ,227.583068,0,fre08 ,-1.67,0.58,-3.47,2008,,
J1823-3021F,fre08 ,206.185567,0,fre08 ,-1.67,0.58,-3.47,2008,,
B1820-31,mlt+78 ,3.52045310244,5,hlk+04 ,-0.23,0.06,6.93,1978,91.01,14.16
J1824-0127,lfl+06 ,0.400085095311,17,lfl+06 ,0.17,0.89,6.86,2006,,2.06
J1824+10,cck+16 ,245.700246,0,cck+16 ,0.54,1.82,6.27,2016,,
B1821-11,cl86 ,2.29484628787,9,hlk+04 ,0.08,2.04,2.85,1986,,46.96
J1824-1159,mhl+02 ,2.75868097559,6,mhl+02 ,0.03,1.47,4.29,2002,,13.92
J1824-1350,ncb+15 ,0.71602537668,3,ncb+15 ,-0.04,1.42,4.02,2015,,1.77
J1824-1423,mhl+02 ,2.78246033036,4,mhl+02 ,-0.06,1.34,4.14,2002,,16.63
J1824-1500,hfs+04 ,2.4258304842,3,hfs+04 ,-0.10,1.72,2.71,2004,,5.84
B1821-19,mlt+78 ,5.2816439280,4,hlk+04 ,-0.20,0.79,4.89,1978,971.99,106.78
J1824-2233,lfl+06 ,0.860775494718,18,lfl+06 ,-0.36,0.78,3.98,2006,,4.66
J1824-2328,lfl+06 ,0.664065940204,9,lfl+06 ,-0.67,1.23,0.77,2006,,19.77
B1821-24A,lbm+87 ,327.40559048006,3,rhc+16 ,-0.53,0.74,3.08,1987,1210.00,60.50
J1824-2452B,fre08 ,152.741714,0,fre08 ,-0.53,0.74,3.08,2008,,
J1824-2452C,fre08 ,240.442414,0,fre08 ,-0.53,0.74,3.08,2008,,
J1824-2452D,fre08 ,12.526305,0,fre08 ,-0.53,0.74,3.08,2008,,
J1824-2452E,fre08 ,184.501845,0,fre08 ,-0.53,0.74,3.08,2008,,
J1824-2452F,fre08 ,407.996736,0,fre08 ,-0.53,0.74,3.08,2008,,
J1824-2452G,fre08 ,169.233373,0,fre08 ,-0.53,0.74,3.08,2008,,
J1824-2452H,fre08 ,216.029380,0,fre08 ,-0.53,0.74,3.08,2008,,
J1824-2452I,fre08 ,254.33303103,13,pfb+13 ,-0.53,0.74,3.08,2008,,
J1824-2452J,fre08 ,247.586036,0,fre08 ,-0.53,0.74,3.08,2008,,
J1824-2452K,fre08 ,224.164985,0,fre08 ,-0.53,0.74,3.08,2008,,
J1824-2452L,fre08 ,243.902439,0,fre08 ,-0.53,0.74,3.08,2008,,
J1824-2537,ebvb01 ,4.47787391895,7,jbo+09 ,-0.75,0.90,1.29,2001,,
B1822+00,dtws85 ,1.283780435420,8,hlk+04 ,0.19,0.93,6.90,1985,27.68,1.38
J1825-0319,bbb+13 ,219.60994148422,20,bbb+13 ,0.28,1.75,5.07,2013,,2.98
B1822-09,dls72 ,1.30038021608,2,ywml10 ,0.01,0.11,8.22,1972,3.24,0.92
J1825-1108,ncb+15 ,0.5192453694,3,ncb+15 ,0.03,0.94,5.92,2015,,0.98
B1822-14,cl86 ,3.58183026823,6,hlk+04 ,-0.08,1.28,4.25,1986,,57.17
J1825-31,bbb+12 ,0.419815,0,bbb+12 ,-1.03,0.28,1.75,2012,,
J1825-33,bb10 ,0.78666,13,bb10 ,-0.21,0.01,7.28,2010,,
B1823-11,cl86 ,0.477751972175,3,hlk+04 ,0.02,1.34,4.76,1986,78.80,11.19
J1826-1256,aaa+09c ,9.0724588059,3,rkp+11 ,-0.01,0.49,7.03,2009,,
B1823-13,cl86 ,9.85349875132,2,ywml10 ,-0.04,1.12,5.07,1986,,61.25
J1826-1419,mll+06 ,1.297656144478,12,mlk+09 ,-0.06,0.97,5.41,2006,,
J1826-1526,mhl+02 ,2.61730216935,11,mhl+02 ,-0.40,4.18,-5.75,2002,,101.58
J1827-0750,lfl+06 ,3.69682979960,4,lfl+06 ,0.31,3.93,-0.67,2006,,288.84
J1827-0934,mhl+02 ,1.95103747456,6,mhl+02 ,0.06,1.51,4.72,2002,,4.80
B1824-10,cl86 ,4.06905813170,3,hlk+04 ,0.07,1.83,3.80,1986,,55.88
J1827-1446,cwp+17 ,2.0032588600,1,cwp+17 ,-0.00,0.00,8.50,2017,,
J1828-0611,hfs+04 ,3.71174951103,4,hfs+04 ,0.48,5.08,-2.50,2004,,220.34
J1828+0625,rap+12 ,275.482094,0,rap+12 ,0.14,0.58,7.70,2012,,
J1828-1007,hfs+04 ,6.52754385205,6,hfs+04 ,0.03,1.46,4.76,2004,,3.38
J1828-1057,hfs+04 ,4.05963461306,19,hfs+04 ,0.00,1.28,5.08,2004,,4.40
J1828-1101,mhl+02 ,13.8789360129,4,mhl+02 ,0.00,1.67,4.03,2002,,52.33
J1828-1336,mhl+02 ,1.16234182290,9,mhl+02 ,-0.17,2.46,1.03,2002,,16.10
J1828+1359,naf03 ,1.348363959193,15,naf03 ,0.54,1.84,6.53,2003,9.07,
J1828-2119,lfl+06 ,1.94354745058,5,lfl+06 ,-1.48,3.52,-9.02,2006,,122.16
J1829+0000,lfl+06 ,5.02140632918,20,lfl+06 ,0.36,2.16,4.83,2006,,9.85
J1829-0734,kbm+03 ,3.14069490230,18,kbm+03 ,0.16,2.45,2.91,2003,,16.74
J1829-1011,ncb+15 ,1.2060310902,3,ncb+15 ,0.02,1.80,3.90,2015,,6.10
B1826-17,dls72 ,3.25591870206,5,hlk+04 ,-0.35,1.50,2.76,1972,2752.12,388.12
J1829+2456,clm+04 ,24.38440141106,3,clm+05 ,0.24,0.70,7.98,2004,0.25,
J1830-0052,lfl+06 ,2.8926979664,4,lfl+06 ,0.76,5.07,-0.37,2006,,4.20
J1830-0131,lfl+06 ,2.18562096824,5,bbb+12 ,0.24,1.70,5.45,2006,,4.29
J1830-10,ncb+15 ,4.07731,5,ncb+15 ,-0.01,1.23,5.31,2015,,1.17
B1828-11,cjlm87 ,2.46887171470,7,hlk+04 ,-0.03,1.12,5.56,1987,20.84,14.88
J1830-1135,mhl+02 ,0.16073158159,4,mhl+02 ,-0.04,1.30,4.97,2002,,15.55
J1830-1313,kel+09 ,1.33835185263,15,kel+09 ,-0.33,4.07,-3.45,2009,,41.47
J1830-1414,lfl+06 ,1.29618884641,9,lfl+06 ,-0.32,3.09,-1.09,2006,,10.16
J1831-0823,hfs+04 ,1.63363200294,4,hfs+04 ,0.04,1.53,4.93,2004,,15.13
J1831-0952,lfl+06 ,14.8661645038,3,lfl+06 ,-0.01,1.37,5.09,2006,,4.74
J1831-1223,mhl+02 ,0.34990225465,7,mhl+02 ,-0.10,1.64,3.90,2002,,28.58
J1831-1329,mhl+02 ,0.46174887333,5,mhl+02 ,-0.21,2.02,2.54,2002,,19.84
J1831-1423,hfs+04 ,1.96871632878,5,hfs+04 ,-0.39,3.10,-1.12,2004,,19.46
J1832+0029,lfl+06 ,1.872949251,20,lfl+06 ,0.08,0.54,7.61,2006,,0.15
J1832-0644,mhl+02 ,1.34355253834,8,mhl+02 ,0.19,4.35,-0.91,2002,,75.28
B1829-08,cl86 ,1.54489610590,7,hlk+04 ,0.03,2.05,3.72,1986,254.18,108.16
J1832-0836,bbb+13 ,367.7671211566600,10,abb+18 ,0.01,0.98,6.20,2013,,6.87
B1829-10,cl86 ,3.02705500539,4,hlk+04 ,-0.05,1.73,4.14,1986,74.79,41.79
J1832-28,ebvb01 ,5.01756,8,ebvb01 ,-1.26,0.72,0.46,2001,,
J1833-0209,ncb+15 ,3.42547129271,5,ncb+15 ,0.72,6.44,-3.15,2015,,10.66
B1831-03,dls72 ,1.45623056406,7,hlk+04 ,0.20,2.40,3.92,1972,2378.87,74.84
J1833-0556,hfs+04 ,0.65722662717,15,hfs+04 ,0.20,4.06,0.04,2004,,17.60
J1833-0559,mhl+02 ,2.06842823911,20,mhl+02 ,0.16,3.07,2.08,2002,,30.42
B1830-08,cl86 ,11.72549427597,6,hlk+04 ,0.00,1.79,4.37,1986,,139.72
J1833-0831,gcl+10 ,0.132180571,7,eit+11 ,0.00,0.00,8.50,2010,,
J1833-1034,gmga05 ,16.15935711336,3,rgl12 ,-0.06,1.50,4.69,2005,,1.19
J1833-1055,mhl+02 ,1.57818245286,6,mhl+02 ,-0.15,2.79,1.32,2002,,29.65
B1828-60,mlt+78 ,0.5292586065,5,nmc81 ,-0.48,-0.53,7.37,1978,9.88,
B1831-00,dtws85 ,1.91955413102,4,hlk+04 ,0.22,1.71,5.63,1985,57.23,3.25
J1834-0031,lfl+06 ,3.03460736808,5,lfl+06 ,0.28,2.38,4.48,2006,,3.72
B1831-04,dls73 ,3.446989859080,8,hlk+04 ,0.08,1.13,6.28,1973,477.41,31.00
J1834-0602,mhl+02 ,2.04954323268,11,mhl+02 ,0.11,2.73,2.82,2002,,31.75
J1834-0633,hfs+04 ,3.1514437369,6,hfs+04 ,0.11,3.53,1.00,2004,,19.24
J1834-0731,hfs+04 ,1.94939408544,15,hfs+04 ,0.03,1.69,4.76,2004,,21.85
J1834-0742,hfs+04 ,1.26846638672,3,hfs+04 ,0.02,2.01,4.02,2004,,8.44
J1834-0812,bjl+11 ,2.0360728738,9,bjl+11 ,0.00,2.39,3.05,2011,,
J1834-0845,kkp+12 ,0.402851901,17,kkp+12 ,-0.00,0.00,8.50,2012,,
J1834-09,ncb+15 ,1.951877,4,ncb+15 ,-0.04,1.88,4.02,2015,,4.02
J1834+10,cnst96 ,0.852719,3,cnst96 ,0.62,2.65,5.41,1996,,
J1834-1202,hfs+04 ,1.63864909374,3,hfs+04 ,-0.19,2.12,2.77,2004,,26.13
J1834-1710,kbm+03 ,2.79091017854,5,kbm+03 ,-0.25,0.92,5.23,2003,,8.14
J1834-1855,lfl+06 ,0.68228844696,3,lfl+06 ,-0.70,1.98,0.66,2006,,25.71
J1835-0114,ekl09 ,195.4503977286,5,eklk13 ,0.18,1.72,5.52,2009,,1.19
J1835-0349,lfl+06 ,1.18783958454,5,lfl+06 ,0.18,2.56,3.62,2006,,4.86
J1835-0522,hfs+04 ,0.91932957584,6,hfs+04 ,0.18,3.88,0.64,2004,,17.69
B1832-06,cl86 ,3.26978936174,18,hlk+04 ,0.05,2.14,3.94,1986,,58.42
J1835-0924,mhl+02 ,1.1638841598,3,mhl+02 ,-0.07,1.95,3.86,2002,,13.92
J1835-09242,ncb+15 ,4.25081644951,8,ncb+15 ,-0.07,1.95,3.84,2015,,
J1835-0928,ncb+15 ,1.60840489547,8,ncb+15 ,-0.07,1.88,4.01,2015,,
J1835-0944,lfl+06 ,6.8800953654,7,lfl+06 ,-0.07,1.61,4.60,2006,,10.69
J1835-0946,lfl+06 ,2.6347954362,3,lfl+06 ,-0.06,1.39,5.15,2006,,2.37
J1835-1020,mhl+02 ,3.30633617194,16,lwy+16 ,-0.07,1.07,5.84,2002,,15.65
J1835-1106,mld+96 ,6.027474016788,8,dsb+98 ,-0.08,1.14,5.56,1996,299.57,24.96
J1835-1548,lfl+06 ,1.49145620273,20,lfl+06 ,-1.29,5.73,-10.13,2006,,22.89
J1835-3259A,drr11 ,257.135510,0,drr11 ,-2.11,0.28,-1.99,2011,,
B1834-04,cl86 ,2.82297272645,4,hlk+04 ,0.09,1.99,4.62,1986,,38.02
J1836-0517,hfs+04 ,2.18701119405,10,hfs+04 ,0.13,3.68,1.12,2004,,10.21
B1834-10,mlt+78 ,1.77711199695,7,hlk+04 ,-0.13,2.03,3.54,1978,1551.40,137.90
J1836-11,ncb+15 ,2.015344,5,ncb+15 ,-0.19,2.19,2.84,2015,,4.42
J1836-1324,lfl+06 ,5.59420680765,5,lfl+06 ,-0.18,1.20,5.07,2006,,1.32
J1836-2354A,lrfs11 ,298.121588082968,9,lrfs11 ,-0.42,0.54,5.37,2011,,2.05
J1836-2354B,lrfs11 ,309.3797151921,4,lrfs11 ,-0.42,0.54,5.37,2011,,0.41
J1836+5925,aaa+09c ,5.7715448470,3,lhl+14 ,0.13,0.27,8.49,2009,,
J1837-0045,mld+96 ,1.620649156245,15,hlk+04 ,0.15,1.60,5.80,1996,98.60,4.93
J1837+0053,lfl+06 ,2.11187653357,15,lfl+06 ,0.26,2.26,4.91,2006,,6.14
J1837-0559,mhl+02 ,4.97357603637,11,mhl+02 ,0.03,1.89,4.62,2002,,10.82
J1837-0604,dkm+01 ,10.384840620,4,mhl+02 ,0.02,2.09,4.21,2001,,17.06
B1834-06,cl86 ,0.524711633868,6,hlk+04 ,0.00,1.76,4.75,1986,,59.99
